id	slug	category	tags	cohort	origin	tmpl	nobj	kinds	starter	idmin	idmax	ids	prereq	companions	sessioninfo	testperm	tcid	ft_solved	ft_total	bo2_solved	bo2_total	passk5_models_ft	passk5_models_bo2	opus_ft_5	opus_bo2_5	evidence	desc
CG-AL-X147	type-level-default-ignored	business-logic	diagnose;fill-the-hole;absent-branch	reasoning-100	hand-authored	diagnose.md	5	Codeunit:2,Enum:1,Table:2	Y	71310	71314	71310,71311,71312,71313,71314				Disabled	89367	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X147 Attribute Default"" holds the standard value set for an entity type, and any entity''s own value for a given attribute. Codeunit ""CG X147 Attribute Resolver"" resolves the value that applies to a specific entity and attribute via ResolveValue, and codeunit ""CG X147 Assignment Poster"" records that resolved value for an entity and attribute in ""CG X147 Assignment Entry"" via PostAssignm"
CG-AL-X148	child-falls-back-to-generic	business-logic	diagnose;fill-the-hole;absent-element;field-copy	reasoning-100	hand-authored	diagnose.md	5	Codeunit:2,Table:3	Y	71320	71324	71320,71321,71322,71323,71324				Disabled	89368	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X148 Volume Agreement"" records a customer agreement that may belong to a rebate group, identified by ""Rebate Group""; an agreement with no rebate group prices at the standard rebate. Codeunit ""CG X148 Agreement Distributor"" distributes an agreement across a set of shipping zones via DistributeToZones, creating one ""CG X148 Volume Agreement Line"" per zone that carries the agreement''s own"
CG-AL-X149	auto-line-fails-its-own-check	business-logic	diagnose;fill-the-hole;absent-element;posting	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71330	71333	71330,71331,71332,71333				Disabled	89369	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X149 Allocation Header"" records the department code that applies to the document as a whole - anything posted for the document itself, rather than for one of its lines, belongs to that department. Table ""CG X149 Allocation Line"" holds a document''s allocation lines, each with its own department code and amount. Codeunit ""CG X149 Allocation Poster"" posts a document''s lines via PostAlloc"
CG-AL-X150	levels-do-not-reconcile	rounding-allocation	diagnose;rounding;allocation;invariant;largest-remainder;multi-level	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71341	71344	71341,71342,71343,71344				Disabled	89370	17	30	17	30	3	3	5	5	measured-5trial	"'Codeunit ""CG X150 Budget Allocator"" spreads a ""CG X150 Budget Header"" record''s Total Amount across its ""CG X150 Department"" records in proportion to each department''s Weight, storing each department''s share in its Department Amount; it then spreads each department''s own Department Amount across that department''s ""CG X150 Team"" records in proportion to each team''s Weight, storing each team''"
CG-AL-X151	stale-flag-outlives-its-fix	records-runtime	diagnose;block-list;stale-read;write-paths;session-scope	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	71351	71352	71351,71352				Disabled	89371	30	30	30	30	6	6	5	5	measured-5trial	"'The application maintains a per-code block list. Codeunit ""CG X151 Block List"" exposes SetBlocked, ClearBlocked and IsBlocked: SetBlocked marks a code as blocked, ClearBlocked removes the block, and IsBlocked reports whether a code is currently blocked. To answer IsBlocked quickly, the codeunit keeps an in-memory copy of the block list for the rest of the session instead of reading the table on e"
CG-AL-X152	reimport-dies-on-duplicate	error-transactions	diagnose;dictionary;last-wins;duplicate-key;atomicity;rollback;config-import	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	71361	71362	71361,71362				Disabled	89372	29	30	30	30	5	6	5	5	measured-5trial	"'The application stores per-profile integration settings imported from a semicolon-separated key=value configuration string. Codeunit ""CG X152 Config Importer"" exposes ImportConfig(Profile Code, Config), which parses the string and saves each setting for that profile, plus GetSetting(Profile Code, Setting Key) and SettingExists(Profile Code, Setting Key) for reading a saved setting back. Configura"
CG-AL-X153	distinct-list-slow-at-volume	performance-diagnosis	diagnose;performance;distinct-values;isolate-defect;sql-counters	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	71370	71371	71370,71371			Y	Disabled	89373	17	30	21	30	3	3	5	5	measured-5trial	'The application logs every field-service call in CG X153 Service Call, each call carrying the Site Code where it happened and the Technician Code of whoever handled it - technicians are never tracked anywhere else, so the call log is the only record of who has worked a site. Codeunit CG X153 Technician Directory exposes GetTechnicianCodes(SiteCode, var TechnicianCodes): the scheduling board calls
CG-AL-X154	every-company-gets-one-rate	records-runtime	diagnose;multi-company;data-per-company;cross-company-statement;singleinstance-cache	reasoning-100	hand-authored	diagnose.md	5	Codeunit:3,Table:2	Y	71380	71384	71380,71381,71382,71383,71384				Disabled	89374	28	30	29	30	5	5	5	5	measured-5trial	|-
CG-AL-X155	group-members-look-unrestricted	business-logic	diagnose;group-membership;enum;keys;table	reasoning-100	hand-authored	diagnose.md	5	Codeunit:1,Enum:1,Table:3	Y	71391	71395	71391,71392,71393,71394,71395				Disabled	89375	30	30	30	30	6	6	5	5	measured-5trial	"'The application manages per-user access restrictions for named functional areas. Codeunit ""CG X155 Access Resolver""''s GetEffectiveRestriction reports the restriction level in force for a given user and area: Unrestricted, Read-Only, or Blocked. A user can be restricted directly for an area, and separately, every group a user belongs to can carry its own restriction for that same area; the restri"
CG-AL-X156	waiting-orders-locked-like-released	business-logic	diagnose;state-machine;status-guard;over-broad-condition	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Enum:1,Table:1	Y	71400	71402	71400,71401,71402				Disabled	89376	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X156 Requisition"" records a purchase requisition identified by ""No."", carrying a ""Description"" and a ""Quantity"", and a status that starts at Open, advances to ""Pending Approval"" once the requisition is submitted, advances to ""Prepayment Wait"" once its prepayment is confirmed, and finally advances to Released. Codeunit ""CG X156 Requisition Mgt"" exposes SubmitForApproval, ConfirmPrepaymen"
CG-AL-X157	date-window-total-ignores-window	data-modeling	diagnose;flowfield;date-window;period-reporting;unlinked-calcformula	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71410	71413	71410,71411,71412,71413				Disabled	89377	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X157 Cost Center"" tracks activity for a cost center, recorded in ""CG X157 Cost Entry"" as individual entries, each with its own posting date and amount. Codeunit ""CG X157 Period Statement"" reports figures for a cost center over a caller-chosen date range: GetPeriodAmount returns the net amount posted to a cost center within a given From Date and To Date, inclusive of both, and BuildState"
CG-AL-X158	shown-quantity-fails-its-own-check	business-logic	diagnose;wrong-basis-compare;unit-of-measure;quantity-check	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	71420	71422	71420,71421,71422				Disabled	89378	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X158 Item"" records an item''s on-hand stock in ""Qty on Hand (Base)"", together with ""Base Qty per Sales Unit"", the amount of that stock quantity one sales unit of the item represents. Table ""CG X158 Order Line"" records an order line''s ""Quantity"" for a given ""Item No."" in sales units. Codeunit ""CG X158 Fulfillment"" exposes CanFulfill, which reports whether a line''s quantity is covered b"
CG-AL-X159	every-save-visits-every-company	performance-diagnosis	diagnose;performance;cross-company;redundant-check;isolate-defect;sql-counters	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	71430	71432	71430,71431,71432			Y	Disabled	89379	30	30	30	30	6	6	5	5	measured-5trial	"'A contact''s email must be unique across every company in the system - it must never collide with another contact''s email in any company, not just the one currently open. Codeunit ""CG X159 Contact Mgt"" exposes SaveContact(var Contact, NewEmail): it checks whether NewEmail already belongs to a different contact anywhere in the system, refuses the save and leaves the contact''s email untouched if "
CG-AL-X160	refunds-not-implemented	business-logic	diagnose;fill-the-hole;stub;spec-from-siblings	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Enum:1,Table:2	Y	71440	71443	71440,71441,71442,71443				Disabled	89380	26	30	29	30	5	5	5	5	measured-5trial	"'The application manages prepaid wallets for a service. Table ""CG X160 Wallet"" holds one record per wallet: its current balance and a running total of everything ever charged to it. Table ""CG X160 Wallet Entry"" is the wallet''s ledger, one row per posting. Codeunit ""CG X160 Wallet Mgt"" posts against a wallet: PostCharge takes money out of a wallet to pay for something, refusing when the wallet doe"
CG-AL-X161	second-carrier-never-quotes	interfaces-events	diagnose;fill-the-hole;stub;interface-implementation;enum-dispatch	reasoning-100	hand-authored	diagnose.md	8	Codeunit:3,Enum:1,Interface:1,Table:3	Y	71450	71456	71450,71451,71452,71453,71454,71455,71456				Disabled	89381	29	30	29	30	5	5	5	5	measured-5trial	"'The application quotes and screens shipments for two carriers, Standard and Express, through a shared rate-quoting contract; codeunit ""CG X161 Rate Dispatcher"" resolves whichever carrier is named on a shipment and asks it for a quote or whether it can carry the shipment. Standard''s side works correctly: its quotes reflect its own configured rate bands and zone surcharges for the requested weight"
CG-AL-X162	entries-filed-under-wrong-company	records-runtime	diagnose;multi-company;consolidation;session-scoped-value;company-attribution	reasoning-100	hand-authored	diagnose.md	4	Codeunit:2,Table:2	Y	71460	71463	71460,71461,71462,71463				Disabled	89382	29	30	30	30	5	6	5	5	measured-5trial	"'Codeunit ""CG X162 Consolidator""''s CollectReadings walks every company on the database and copies each company''s meter readings into a single collected list, recording which company each reading came from. Staff have found that in the collected list, every reading appears to have come from the same company - readings that were actually recorded by the other company show up filed under this compa"
CG-AL-X163	consolidated-total-counts-one-company	records-runtime	diagnose;multi-company;group-total;per-branch-amounts;cross-company-aggregation	reasoning-100	hand-authored	diagnose.md	4	Codeunit:2,Table:2	Y	71470	71473	71470,71471,71472,71473				Disabled	89383	29	30	30	30	5	6	5	5	measured-5trial	|-
CG-AL-X164	restricted-role-crashes-on-save	error-transactions	diagnose;permissions;write-guard;audit-role	reasoning-100	hand-authored	diagnose.md	5	Codeunit:1,PermissionSet:2,Table:2	Y	71480	71484	71480,71481,71482,71483,71484				Restrictive	89384	17	30	22	30	2	3	5	5	passk-n24-subset	"'The application manages requests that get submitted for processing, with an optional usage trail kept for auditing. Codeunit ""CG X164 Request Mgt"" exposes SubmitRequest, which validates a request''s amount, records the request, and is meant to also log a usage entry for roles that are allowed to maintain the usage trail, plus CountTraces, which reports how many usage entries exist for a given req"
CG-AL-X165	statement-page-slows-with-history	performance-diagnosis	diagnose;performance;redundant-per-row-reads;sql-counters	reasoning-100	hand-authored	diagnose.md	6	Codeunit:1,Table:5	Y	71490	71495	71490,71491,71492,71493,71494,71495			Y	Disabled	89385	9	30	10	30	0	0	3	4	irreducible-core-9,passk-n24-subset	"'The application tracks freight shipments in table ""CG X165 Shipment"", each row carrying a ""No."", a ""Carrier Code"", a ""Route Code"", and a ""Priority"". Table ""CG X165 Carrier"" holds each carrier''s display name and surcharge percentage, keyed by ""Code"", and table ""CG X165 Route"" holds each route''s display name, keyed by ""Code"". Table ""CG X165 Shipment Line"" holds each shipment''s freight lines, eac"
CG-AL-X166	rebuilt-balances-crawl-at-volume	performance-diagnosis	diagnose;performance;per-row-rescan;write-invalidated-cache;prefix-sum;sql-counters	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71500	71503	71500,71501,71502,71503			Y	Disabled	89386	15	30	27	30	2	4	5	5	passk-n24-subset	"'The application keeps a running statement for each account. Table ""CG X166 Account"" holds each account''s name and its current closing balance. Table ""CG X166 Ledger Entry"" records each posting on an account, carrying a posting date and an amount. Codeunit ""CG X166 Statement Builder"" exposes RebuildStatement(AccountNo), which rebuilds table ""CG X166 Statement Line"" for that account: one line per "
CG-AL-X167	duplicate-check-slows-both-ledgers	performance-diagnosis	diagnose;performance;per-row-join;setloadfields-jit;sql-counters	reasoning-100	hand-authored	diagnose.md	5	Codeunit:1,Enum:1,Table:3	Y	71510	71514	71510,71511,71512,71513,71514			Y	Disabled	89387	2	25	15	25	0	0	1	4	measured-5trial	"'The application reconciles a source''s imported ledger entries against an already-posted ledger to catch duplicates. Table ""CG X167 Import Entry"" holds each imported entry''s number, an external reference code, an amount, and the source code it came from. Table ""CG X167 Posted Entry"" holds each already-posted entry''s number, its own external reference code, and its amount. Codeunit ""CG X167 Dupl"
CG-AL-X168	deep-groups-stall-the-rollup	performance-diagnosis	diagnose;performance;hierarchy-rollup;repeated-subtree-walk;sql-counters	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71520	71523	71520,71521,71522,71523			Y	Disabled	89388	10	30	16	30	1	2	5	5	passk-n24-subset	"'The application organizes cost centers in table ""CG X168 Cost Group"", each row carrying a ""Code"", a ""Parent Code"" identifying its immediate parent cost center (blank for a top-level cost center), and a ""Name"". Table ""CG X168 Cost Entry"" holds individual cost postings, each carrying an ""Amount"" and the ""Group Code"" of the cost center it was posted against. Codeunit ""CG X168 Rollup Builder"" exposes"
CG-AL-X169	batch-post-slow-despite-caching	performance-diagnosis	diagnose;performance;per-line-lookup;sql-counters;cache-red-herring	reasoning-100	hand-authored	diagnose.md	6	Codeunit:1,Table:5	Y	71530	71535	71530,71531,71532,71533,71534,71535			Y	Disabled	89389	8	30	10	30	1	1	0	1	passk-n24-subset	"'The application prices batches of order lines before they are confirmed. Table ""CG X169 Batch Line"" holds one row per line of a batch, each carrying an Item No. and a Quantity. Table ""CG X169 Item"" holds each item''s current Unit Cost and its Price Group, and table ""CG X169 Price Rule"" holds the markup percentage for each Price Group - a Price Group with no matching rule contributes no markup. Ta"
CG-AL-X170	reversal-leaves-a-cent-behind	business-logic	diagnose;rounding;allocation;reversal;reconciliation;invariant;largest-remainder	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71540	71543	71540,71541,71542,71543				Disabled	89390	26	30	26	30	4	4	5	5	measured-5trial	"'Codeunit ""CG X170 Charge Allocator"" spreads a ""CG X170 Charge Header"" record''s Total Amount across its ""CG X170 Cost Center"" records in proportion to each cost center''s Weight, storing each cost center''s share in its Allocated Amount, and marks the header Allocated. A cost center with a Weight of zero, within a charge that has other weight to allocate, is never entitled to any share and must a"
CG-AL-X171	invoice-total-disagrees-with-lines	business-logic	diagnose;rounding;fee;invoice;invariant;largest-remainder;mixed-basis	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	71550	71552	71550,71551,71552				Disabled	89391	23	30	23	30	2	2	5	5	passk-n24-subset	"'Codeunit ""CG X171 Fee Allocator"" calculates a handling fee on a ""CG X171 Fee Invoice"": the invoice''s Total Handling Fee is its Handling Fee Pct applied to the sum of its lines'' own Net Amount, rounded to the nearest cent, and each line''s own Handling Fee is that line''s share of the Total Handling Fee in proportion to its own Net Amount, rounded down to the cent - whenever the shares do not di"
CG-AL-X172	units-and-cents-drift-apart	business-logic	diagnose;rounding;allocation;invariant;largest-remainder;multi-level;mixed-granularity	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	71560	71563	71560,71561,71562,71563				Disabled	89392	12	30	12	30	1	1	5	5	measured-5trial	"'Codeunit ""CG X172 Shipping Allocator"" splits a production order''s Total Units across its receiving ""CG X172 Warehouse"" records in proportion to each warehouse''s Weight, storing each warehouse''s whole-unit share in its Unit Share, and records that warehouse''s own Shipping Cost as its Unit Share times its Unit Cost. It then splits each warehouse''s own Shipping Cost across that warehouse''s ""CG"
CG-AL-X173	procurement-post-times-out	performance-diagnosis	diagnose;performance;composite;purchasing;per-row-lookup;sql-counters	reasoning-100	hand-authored	diagnose.md	13	Codeunit:4,Enum:1,Table:8	Y	71351	71574	71351,71352,71400,71401,71402,71420,71421,71422,71570,71571,71572,71573,71574			Y	Disabled	89393	7	30	7	30	0	0	1	1	irreducible-core-9,passk-n24-subset	"'The application supports a purchasing team that posts released requisitions into a purchase run. Table ""CG X156 Requisition"" holds each requisition''s ""No."", Description, Quantity, and Status (a requisition only ships once its Status is Released); codeunit ""CG X156 Requisition Mgt"" advances a requisition through submission, prepayment, and release. Table ""CG X158 Item"" holds each item''s ""No."" an"
CG-AL-X174	settlement-never-balances	business-logic	diagnose;composite;rounding;allocation;wallet-billing;cross-company;largest-remainder;cross-module	reasoning-100	hand-authored	diagnose.md	15	Codeunit:6,Enum:1,Table:8	Y	71440	71582	71440,71441,71442,71443,71460,71461,71462,71463,71470,71471,71472,71473,71580,71581,71582				Disabled	89394	16	30	16	30	1	1	5	5	passk-n24-subset	"'This application manages metered usage across multiple companies, wallet-based billing for what each meter''s owner is charged, and branch-level account reporting. Meter readings recorded in each company are gathered into a single collected list (""CG X162 Collected Reading"") by meter number, and ""CG X163 Branch Ledger"" tracks amounts recorded per account per branch, which are combined into a grou"
